steps,time,reward,delta,converged
1,0.02700185775756836,-917.7161633933787,170.5357670745605,False
2,0.026222944259643555,2161.7920886491092,125.35816632966316,False
3,0.021062135696411133,2612.8336207392417,39.60848440283563,False
4,0.022467851638793945,2668.285491733244,27.725935390246388,False
5,0.01588582992553711,2813.186758516928,19.408151072261745,False
6,0.01508021354675293,2845.6022399486787,13.585702036569389,False
7,0.018906116485595703,2868.29306694325,9.509987692866023,False
8,0.014890909194946289,2885.0899738561106,6.656987625532645,False
9,0.0148468017578125,2885.0899738561106,5.2433383359584695e-06,True
