steps,time,reward,delta,converged
1,0.01779794692993164,-6.142857142857143,103.75308846671699,False
2,0.0010218620300292969,-0.9655172413793104,103.75308846671699,False
3,0.005905866622924805,-4.159883720930233,104.869600064003,False
4,0.0025720596313476562,-3.006802721088435,105.19099529414194,False
5,0.00026607513427734375,5.733333333333333,105.19099529414194,False
6,0.0004520416259765625,2.8846153846153846,105.19099529414194,False
7,0.0005347728729248047,2.2580645161290325,105.19099529414194,False
8,0.0005049705505371094,-0.9310344827586207,105.19099529414194,False
9,0.0007498264312744141,1.3488372093023255,105.19099529414194,False
10,0.0004210472106933594,3.2083333333333335,105.19099529414194,False
11,0.0008451938629150391,1.0612244897959184,105.19099529414194,False
12,0.0008990764617919922,-0.9615384615384616,105.19099529414194,False
13,0.00029587745666503906,4.9411764705882355,105.19099529414194,False
14,0.0009107589721679688,-0.9622641509433962,105.19099529414194,False
15,0.00032806396484375,4.315789473684211,105.19099529414194,False
16,0.0003681182861328125,3.8095238095238093,105.19099529414194,False
17,0.0008921623229980469,-2.8653846153846154,105.19099529414194,False
18,0.0005381107330322266,-4.129032258064516,105.19099529414194,False
19,0.0007619857788085938,-0.9545454545454546,105.19099529414194,False
20,0.0003521442413330078,4.05,105.19099529414194,False
21,0.0006787776947021484,-6.0256410256410255,105.19099529414194,False
22,0.0006499290466308594,-0.9459459459459459,105.19099529414194,False
23,0.0016529560089111328,-6.135416666666667,105.19099529414194,False
24,0.0002970695495605469,4.9411764705882355,105.19099529414194,False
25,0.00048089027404785156,-0.9285714285714286,105.19099529414194,False
26,0.0004496574401855469,-0.9230769230769231,105.19099529414194,False
27,0.0009531974792480469,-8.035714285714286,105.19099529414194,False
28,0.0009551048278808594,-4.5,105.19099529414194,False
29,0.0002942085266113281,4.9411764705882355,105.19099529414194,False
30,0.00031375885009765625,4.611111111111111,105.19099529414194,False
31,0.0005180835723876953,-7.533333333333333,105.19099529414194,False
32,0.0008399486541748047,-5.0,105.19099529414194,False
33,0.0002589225769042969,5.733333333333333,105.19099529414194,False
34,0.0006670951843261719,-3.4871794871794872,105.19099529414194,False
35,0.00029587745666503906,4.9411764705882355,105.19099529414194,False
36,0.0012450218200683594,-6.397260273972603,105.19099529414194,False
