step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.005405405405405406,0.0018018018018018018,0.0,0.002548132544816388,0.005405405405405406,0.0
3,0.0,0.0013513513513513514,0.0,0.002340609199417402,0.005405405405405406,0.0
4,0.0,0.001081081081081081,0.0,0.0021621621621621626,0.005405405405405406,0.0
5,0.0,0.0009009009009009009,0.0,0.002014475655405216,0.005405405405405406,0.0
6,0.004273504273504274,0.0013827013827013828,0.0,0.0022070731936977748,0.005405405405405406,0.0
7,0.0,0.00120986370986371,0.0,0.0021145651089787896,0.005405405405405406,0.0
8,0.005291005291005291,0.0016633238855461078,0.0,0.002370564073235581,0.005405405405405406,0.0
9,0.0,0.001496991496991497,0.0,0.0023036090801445202,0.005405405405405406,0.0
10,0.0,0.001360901360901361,0.0,0.0022381690103287616,0.005405405405405406,0.0
11,0.0,0.001247492914159581,0.0,0.002175643975764243,0.005405405405405406,0.0
12,0.0,0.00115153192076269,0.0,0.0021165583170459122,0.005405405405405406,0.0
13,0.00641025641025641,0.00152715509858367,0.0,0.0024482724649273952,0.00641025641025641,0.0
14,0.0,0.001425344758678092,0.0,0.002395735870120884,0.00641025641025641,0.0
15,0.0,0.0013362607112607113,0.0,0.0023451797318086963,0.00641025641025641,0.0
16,0.0,0.0012576571400100811,0.0,0.002296780936776935,0.00641025641025641,0.0
17,0.0,0.00118778729889841,0.0,0.002250583561280222,0.00641025641025641,0.0
18,0.0,0.001125272177903757,0.0,0.002206555527158057,0.00641025641025641,0.0
19,0.0,0.001069008569008569,0.0,0.0021646221863739832,0.00641025641025641,0.0
20,0.0,0.00101810339905578,0.0,0.002124686480542225,0.00641025641025641,0.0
21,0.0,0.0009718259718259719,0.0,0.002086641111035364,0.00641025641025641,0.0
22,0.0,0.0009295726687031035,0.0,0.0020503758684046313,0.00641025641025641,0.0
23,0.0045045045045045045,0.0010785281618614952,0.0,0.002130537681900451,0.00641025641025641,0.0
24,0.0058823529411764705,0.0012706811530340941,0.0,0.0022899278831080435,0.00641025641025641,0.0
25,0.009523809523809525,0.0015881091672946877,0.0,0.002749745418287478,0.009523809523809525,0.0
26,0.0,0.0015292903092467363,0.0,0.002714960448929482,0.009523809523809525,0.0
27,0.0,0.00147467279820221,0.0,0.0026811010483394127,0.009523809523809525,0.0
28,0.0,0.0014238220120573063,0.0,0.002648175369688045,0.009523809523809525,0.0
29,0.0,0.0013763612783220627,0.0,0.0026161794303568462,0.009523809523809525,0.0
30,0.0,0.0013319625274084478,0.0,0.0025851006469554197,0.009523809523809525,0.0
31,0.0,0.0012903386984269337,0.0,0.0025549204292620526,0.009523809523809525,0.0
32,0.0,0.0012512375257473297,0.0,0.0025256160904303018,0.009523809523809525,0.0
33,0.0,0.0012144364220488789,0.0,0.0024971622566180083,0.009523809523809525,0.0
34,0.0,0.001179738238561768,0.0,0.0024695319076712824,0.009523809523809525,0.0
35,0.0,0.001146967731935052,0.0,0.002442697144306939,0.009523809523809525,0.0
36,0.0,0.0011159686040449156,0.0,0.002416629751554738,0.009523809523809525,0.0
37,0.0,0.0010866010092016284,0.0,0.0023913016098212163,0.009523809523809525,0.0
38,0.0,0.001058739444863125,0.0,0.002366684991639119,0.009523809523809525,0.0
39,0.0058823529411764705,0.0011793297822709587,0.0,0.0024552610967019132,0.009523809523809525,0.0
40,0.0,0.0011505656412399597,0.0,0.002431947821398931,0.009523809523809525,0.0
41,0.0,0.001123171221210437,0.0,0.0024092157420969288,0.009523809523809525,0.0
42,0.0,0.0010970509602520545,0.0,0.002387046617024155,0.009523809523809525,0.0
43,0.0,0.0010721179838826898,0.0,0.0023654223378093116,0.009523809523809525,0.0
44,0.0,0.0010482931397964078,0.0,0.002344325056721143,0.009523809523809525,0.0
45,0.0078125,0.001195341115018225,0.0,0.00251980645497922,0.009523809523809525,0.0
46,0.0,0.0011699083253369862,0.0,0.002498816612546933,0.009523809523809525,0.0
47,0.0,0.001145535235225799,0.0,0.0024782896529001877,0.009523809523809525,0.0
48,0.0,0.00112215696511915,0.0,0.0024582124387999135,0.009523809523809525,0.0
49,0.004310344827586207,0.0011859207223684912,0.0,0.002474101300790713,0.009523809523809525,0.0
50,0.0,0.0011626673748710698,0.0,0.0024552372740327824,0.009523809523809525,0.0
51,0.0,0.00114030838689278,0.0,0.0024367518300319403,0.009523809523809525,0.0
52,0.0,0.0011187931343098973,0.0,0.0024186354417892065,0.009523809523809525,0.0
53,0.009345794392523364,0.0012711450094619987,0.0,0.002640389326121695,0.009523809523809525,0.0
54,0.0,0.001248033282017235,0.0,0.002621782336596569,0.009523809523809525,0.0
55,0.0,0.0012257469734097844,0.0,0.0026035196545976967,0.009523809523809525,0.0
56,0.0,0.001204242640542946,0.0,0.0025855933993212663,0.009523809523809525,0.0
57,0.0,0.0011834798363956538,0.0,0.002567995699051719,0.009523809523809525,0.0
