step,reward,mean,median,std,max,min
0,4.9411764705882355,4.9411764705882355,4.9411764705882355,0.0,4.9411764705882355,4.9411764705882355
1,5.733333333333333,5.337254901960785,5.337254901960785,0.39607843137254894,5.733333333333333,4.9411764705882355
2,5.733333333333333,5.469281045751635,5.733333333333333,0.37342632627367994,5.733333333333333,4.9411764705882355
3,5.733333333333333,5.53529411764706,5.733333333333333,0.3430139834597188,5.733333333333333,4.9411764705882355
4,4.9411764705882355,5.416470588235295,5.733333333333333,0.38807602199388386,5.733333333333333,4.9411764705882355
5,4.9411764705882355,5.337254901960786,5.337254901960785,0.39607843137254894,5.733333333333333,4.9411764705882355
6,5.733333333333333,5.393837535014007,5.733333333333333,0.39201598109682145,5.733333333333333,4.9411764705882355
7,5.733333333333333,5.436274509803922,5.733333333333333,0.3835012921244598,5.733333333333333,4.9411764705882355
8,4.9411764705882355,5.381263616557735,5.733333333333333,0.39362590976466877,5.733333333333333,4.9411764705882355
9,5.733333333333333,5.416470588235295,5.733333333333333,0.38807602199388386,5.733333333333333,4.9411764705882355
10,4.9411764705882355,5.373262032085562,5.733333333333333,0.39443834800728533,5.733333333333333,4.9411764705882355
11,4.9411764705882355,5.337254901960784,5.337254901960785,0.39607843137254894,5.733333333333333,4.9411764705882355
12,5.733333333333333,5.367722473604827,5.733333333333333,0.39490486307040346,5.733333333333333,4.9411764705882355
13,5.733333333333333,5.393837535014006,5.733333333333333,0.39201598109682145,5.733333333333333,4.9411764705882355
14,4.9411764705882355,5.363660130718954,5.733333333333333,0.3951972769298489,5.733333333333333,4.9411764705882355
15,5.733333333333333,5.386764705882353,5.733333333333333,0.39297188590812293,5.733333333333333,4.9411764705882355
16,5.733333333333333,5.40715109573241,5.733333333333333,0.38986234223733157,5.733333333333333,4.9411764705882355
17,5.733333333333333,5.425272331154684,5.733333333333333,0.38617490332313903,5.733333333333333,4.9411764705882355
18,5.733333333333333,5.441486068111455,5.733333333333333,0.38211776692717425,5.733333333333333,4.9411764705882355
19,5.733333333333333,5.456078431372549,5.733333333333333,0.3778347425220058,5.733333333333333,4.9411764705882355
20,4.9411764705882355,5.43155929038282,5.733333333333333,0.3846879334251138,5.733333333333333,4.9411764705882355
21,5.733333333333333,5.445276292335116,5.733333333333333,0.38106364694121003,5.733333333333333,4.9411764705882355
22,4.9411764705882355,5.423358908780903,5.733333333333333,0.38660603177919994,5.733333333333333,4.9411764705882355
23,5.733333333333333,5.436274509803922,5.733333333333333,0.3835012921244598,5.733333333333333,4.9411764705882355
24,5.733333333333333,5.448156862745098,5.733333333333333,0.38023529411764695,5.733333333333333,4.9411764705882355
25,4.9411764705882355,5.42865761689291,5.733333333333333,0.3853876846781372,5.733333333333333,4.9411764705882355
26,4.9411764705882355,5.410602759622367,5.733333333333333,0.38922771686378543,5.733333333333333,4.9411764705882355
27,4.9411764705882355,5.393837535014005,5.733333333333333,0.39201598109682145,5.733333333333333,4.9411764705882355
28,5.733333333333333,5.405544286680188,5.733333333333333,0.3901470027222868,5.733333333333333,4.9411764705882355
29,4.9411764705882355,5.390065359477123,5.733333333333333,0.3925419460076259,5.733333333333333,4.9411764705882355
30,5.733333333333333,5.401138519924097,5.733333333333333,0.39089257751261564,5.733333333333333,4.9411764705882355
31,5.733333333333333,5.411519607843138,5.733333333333333,0.3890538230871746,5.733333333333333,4.9411764705882355
32,5.733333333333333,5.421271538918598,5.733333333333333,0.3870650184566386,5.733333333333333,4.9411764705882355
33,5.733333333333333,5.430449826989619,5.733333333333333,0.3849582181840112,5.733333333333333,4.9411764705882355
34,5.733333333333333,5.439103641456582,5.733333333333333,0.38275966096449604,5.733333333333333,4.9411764705882355
35,4.9411764705882355,5.425272331154684,5.733333333333333,0.38617490332313903,5.733333333333333,4.9411764705882355
36,4.9411764705882355,5.412188659247482,5.733333333333333,0.3889255144850195,5.733333333333333,4.9411764705882355
37,4.9411764705882355,5.399793601651186,5.733333333333333,0.3911100035023045,5.733333333333333,4.9411764705882355
38,4.9411764705882355,5.3880341880341875,5.733333333333333,0.3928098622799769,5.733333333333333,4.9411764705882355
39,5.733333333333333,5.3966666666666665,5.733333333333333,0.391597198678785,5.733333333333333,4.9411764705882355
40,5.733333333333333,5.404878048780487,5.733333333333333,0.3902630315732452,5.733333333333333,4.9411764705882355
41,4.9411764705882355,5.393837535014005,5.733333333333333,0.39201598109682145,5.733333333333333,4.9411764705882355
42,4.9411764705882355,5.383310533515732,5.733333333333333,0.39339166564711797,5.733333333333333,4.9411764705882355
43,5.733333333333333,5.3912655971479495,5.733333333333333,0.392378603652057,5.733333333333333,4.9411764705882355
44,5.733333333333333,5.398867102396514,5.733333333333333,0.39125702620656716,5.733333333333333,4.9411764705882355
45,4.9411764705882355,5.388917306052855,5.733333333333333,0.39269469031547455,5.733333333333333,4.9411764705882355
46,4.9411764705882355,5.379390905298289,5.733333333333333,0.3938307771382027,5.733333333333333,4.9411764705882355
47,4.9411764705882355,5.370261437908496,5.733333333333333,0.3947007630892944,5.733333333333333,4.9411764705882355
48,5.733333333333333,5.377671068427371,5.733333333333333,0.3940109862512518,5.733333333333333,4.9411764705882355
49,5.733333333333333,5.384784313725491,5.733333333333333,0.3932163257239455,5.733333333333333,4.9411764705882355
50,4.9411764705882355,5.376086120722799,5.733333333333333,0.3941703442015844,5.733333333333333,4.9411764705882355
51,5.733333333333333,5.382956259426848,5.733333333333333,0.39343297996520077,5.733333333333333,4.9411764705882355
52,5.733333333333333,5.389567147613763,5.733333333333333,0.39260865088951036,5.733333333333333,4.9411764705882355
53,5.733333333333333,5.395933188090051,5.733333333333333,0.3917077769657771,5.733333333333333,4.9411764705882355
54,5.733333333333333,5.402067736185384,5.733333333333333,0.39073958120251095,5.733333333333333,4.9411764705882355
55,5.733333333333333,5.407983193277311,5.733333333333333,0.3897122433360075,5.733333333333333,4.9411764705882355
56,5.733333333333333,5.413691090471277,5.733333333333333,0.38863303112901704,5.733333333333333,4.9411764705882355
57,5.733333333333333,5.419202163624071,5.733333333333333,0.3875084129466455,5.733333333333333,4.9411764705882355
58,5.733333333333333,5.424526420737788,5.733333333333333,0.38634415461980826,5.733333333333333,4.9411764705882355
59,5.733333333333333,5.429673202614381,5.733333333333333,0.38514540306595996,5.733333333333333,4.9411764705882355
60,4.9411764705882355,5.421665059466411,5.733333333333333,0.38697939106419416,5.733333333333333,4.9411764705882355
61,4.9411764705882355,5.413915243516763,5.733333333333333,0.38858887764713473,5.733333333333333,4.9411764705882355
62,5.733333333333333,5.41898537192655,5.733333333333333,0.38755419502014726,5.733333333333333,4.9411764705882355
63,4.9411764705882355,5.411519607843138,5.733333333333333,0.3890538230871746,5.733333333333333,4.9411764705882355
64,4.9411764705882355,5.404283559577678,5.733333333333333,0.3903655759113709,5.733333333333333,4.9411764705882355
65,5.733333333333333,5.4092691622103395,5.733333333333333,0.38947666184156454,5.733333333333333,4.9411764705882355
66,5.733333333333333,5.414105940883817,5.733333333333333,0.3885512084847886,5.733333333333333,4.9411764705882355
67,5.733333333333333,5.418800461361016,5.733333333333333,0.3875931443416439,5.733333333333333,4.9411764705882355
68,5.733333333333333,5.423358908780905,5.733333333333333,0.3866060317792,5.733333333333333,4.9411764705882355
69,5.733333333333333,5.42778711484594,5.733333333333333,0.38559310448795137,5.733333333333333,4.9411764705882355
70,4.9411764705882355,5.420933443800057,5.733333333333333,0.3871382510605125,5.733333333333333,4.9411764705882355
71,4.9411764705882355,5.4142701525054475,5.733333333333333,0.38851869322090776,5.733333333333333,4.9411764705882355
72,4.9411764705882355,5.407789417136718,5.733333333333333,0.38974736171965935,5.733333333333333,4.9411764705882355
73,4.9411764705882355,5.401483836777955,5.733333333333333,0.3908359857162473,5.733333333333333,4.9411764705882355
74,5.733333333333333,5.405908496732027,5.733333333333333,0.3900830779763781,5.733333333333333,4.9411764705882355
75,5.733333333333333,5.410216718266255,5.733333333333333,0.38930026606713986,5.733333333333333,4.9411764705882355
76,4.9411764705882355,5.404125286478228,5.733333333333333,0.39039271954408705,5.733333333333333,4.9411764705882355
77,4.9411764705882355,5.398190045248869,5.733333333333333,0.3913630438748651,5.733333333333333,4.9411764705882355
78,5.733333333333333,5.4024323653512045,5.733333333333333,0.39067892452054476,5.733333333333333,4.9411764705882355
79,5.733333333333333,5.40656862745098,5.733333333333333,0.38996632067039927,5.733333333333333,4.9411764705882355
80,4.9411764705882355,5.400823045267489,5.733333333333333,0.39094400488442993,5.733333333333333,4.9411764705882355
81,5.733333333333333,5.404878048780487,5.733333333333333,0.39026303157324527,5.733333333333333,4.9411764705882355
82,5.733333333333333,5.408835341365462,5.733333333333333,0.389556625528526,5.733333333333333,4.9411764705882355
83,4.9411764705882355,5.4032679738562095,5.733333333333333,0.39053860006082425,5.733333333333333,4.9411764705882355
84,4.9411764705882355,5.397831603229527,5.733333333333333,0.39141868512110717,5.733333333333333,4.9411764705882355
85,5.733333333333333,5.401732786137711,5.733333333333333,0.3907949926119906,5.733333333333333,4.9411764705882355
86,5.733333333333333,5.40554428668019,5.733333333333333,0.3901470027222868,5.733333333333333,4.9411764705882355
87,4.9411764705882355,5.4002673796791445,5.733333333333333,0.3910339517872229,5.733333333333333,4.9411764705882355
88,5.733333333333333,5.404009693765147,5.733333333333333,0.3904125018101946,5.733333333333333,4.9411764705882355
89,5.733333333333333,5.4076688453159045,5.733333333333333,0.38976916294099123,5.733333333333333,4.9411764705882355
90,5.733333333333333,5.4112475759534595,5.733333333333333,0.3891056514546568,5.733333333333333,4.9411764705882355
91,5.733333333333333,5.414748508098893,5.733333333333333,0.38842356365989283,5.733333333333333,4.9411764705882355
92,5.733333333333333,5.418174151380984,5.733333333333333,0.3877243851910926,5.733333333333333,4.9411764705882355
93,5.733333333333333,5.421526908635796,5.733333333333333,0.3870094994822556,5.733333333333333,4.9411764705882355
94,4.9411764705882355,5.4164705882352955,5.733333333333333,0.3880760219938838,5.733333333333333,4.9411764705882355
95,4.9411764705882355,5.411519607843137,5.733333333333333,0.3890538230871746,5.733333333333333,4.9411764705882355
96,4.9411764705882355,5.406670709520922,5.733333333333333,0.38994816252844805,5.733333333333333,4.9411764705882355
97,4.9411764705882355,5.401920768307324,5.733333333333333,0.3907639306898611,5.733333333333333,4.9411764705882355
98,5.733333333333333,5.405268369974253,5.733333333333333,0.3901951972632671,5.733333333333333,4.9411764705882355
99,4.9411764705882355,5.4006274509803935,5.733333333333333,0.3909757586210383,5.733333333333333,4.9411764705882355
